"Institutions","Links","Quantity of digitized items","IIIF","Copyright","Free Cultural Works license","Country","City","lat","lng","Additional data","Post",""
"Mount Melleray Abbey","https://www.isos.dias.ie/master.html?https://www.isos.dias.ie/libraries/MMA/english/index.html?ref= Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Ireland","Cappoquin","52.187332","-7.856836","Explore","No post available","0"
"Benediktinerkloster St. Emmeram","https://www.bayerische-landesbibliothek-online.de/handschriftenstemmeramregensburg Digitized manuscripts","Unknown","no","Unknown","no","Germany","Regensburg","49.015971","12.09332","Explore","No post available","0"
"Oberlin College, Main Library, Special Collections","https://www.digital-scriptorium.org/xtf3/search?rmode=digscript&smode=bid&bid=26&docsPerPage=30 Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","United States of America","Oberlin","41.29325","-82.222939","Explore","No post available","1"
"Swarthmore College, McCabe Library","https://bibliophilly.library.upenn.edu/?keyword=Swarthmore+College,+McCabe+Library Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","United States of America","Philadelphia","39.90532","-75.35274","Explore","No post available","0"
"Trinity College Dublin","https://digitalcollections.tcd.ie Digitized manuscripts","Thousands (more than 1000 digitized manuscripts)","yes","Unknown","no","Ireland","Dublin","53.343044","-6.252082","Explore","No post available","0"
"Niedersächsisches Staatsarchiv","https://diglib.hab.de/?db=mss&list=collection&id=ed&settlement=Wolfenb%C3%BCttel&repository=Staatsarchiv%20Wolfenb%C3%BCttel Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Germany","Wolfenbuttel","52.1818","10.5299613","Explore","No post available","0"
"University of Edinburgh","https://images.is.ed.ac.uk/luna/servlet/UoEwmm~1~1 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Scotland","Edinburgh","55.944516","-3.189242","Explore","No post available","0"
"Museum der Stadt","https://diglib.hab.de/?db=mss&list=collection&id=ed&settlement=Hameln Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Germany","Hameln","52.1046477","9.3584105","Explore","No post available","0"
"Musee historique et archeologique","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Orleans,+Mus%C3%A9e+historique+et+arch%C3%A9ologique&newSearch=1 Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","France","Orleans","47.90065","1.905433","Explore","No post available","0"
"University of Kentucky","http://toisondor.byu.edu/dscriptorium/ukentucky/uky.html Digitized manuscripts","Unknown","no","Unknown","no","United States of America","Lexington","38.030651","-84.50397","Explore","No post available","0"
"Columbia University, Gottesman Libraries, Special Collections","https://www.digital-scriptorium.org/xtf3/search?rmode=digscript&smode=bid&bid=21&docsPerPage=30 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","United States of America","New York","40.809897","-73.959928","Explore","No post available","1"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Epernay&newSearch=1 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Epernay","49.043412","3.956242","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=poitiers&newSearch=1 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Poitiers","46.580226","0.340375","Explore","No post available","0"
"Staatsarchiv Aargau","https://www.e-codices.unifr.ch/en/list/saa Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Aarau","47.388957","8.049608","Explore","No post available","0"
"National Library of Wales","https://www.library.wales/discover-learn/digital-exhibitions/manuscripts/the-middle-ages Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","yes","Public Domain","yes","Wales","Aberystwyth","52.414311","-4.068509","Explore","No post available","0"
"Cambridge Digital Library","https://cudl.lib.cam.ac.uk Digitized manuscripts","Thousands (more than 1000 digitized manuscripts)","no","Unknown","no","England","Cambridge","52.205068","0.10776","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Angers,+Biblioth%C3%A8que+municipale&newSearch=1 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","France","Angers","47.474141","-0.565097","Explore","No post available","0"
"Bibliotheque numerique","http://numelyo.bm-lyon.fr/manuscrits/list.php Digitized manuscripts","Many (Between 50 and 100 digitized manuscripts)","no","Unknown","no","France","Lyon","45.758756","4.842534","Explore","No post available","0"
"Kirchenbibliothek Sankt Marien","http://www.manuscripta-mediaevalia.de/?xdb_objtype!%22digitalisierteHandschriften%22%20biblio%3ABarth%20sp-datum%3C1550 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Germany","Barth","54.368928","12.724311","Explore","No post available","0"
"Conception Abbey and Seminary, Special Collection","https://search.digital-scriptorium.org/?f%5Binstitution_facet%5D%5B%5D=Conception+Abbey+and+Seminary Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","yes","Unknown","no","United States of America","Conception","40.241353","-94.682606","Explore","No post available","0"
"Utrecht University Library","http://objects.library.uu.nl/reader/index.php?obj=1874-26261&lan=en#page//73/50/49/7350497683016643926023021703543630924.jpg/mode/1up Digitized manuscripts","More than half-thousand digitized manuscripts (between 500 and 1000)","no","Unknown","no","Netherlands","Utrecht","52.083996","5.172763","Explore","No post available","0"
"Estonian Historical Archives","https://www.ra.ee/pargamendid/index.php/en/parchment/search?institution=EAA&end_year=1500&q=1&sort=years Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","Estonia","Tartu","58.378286","26.713496","Explore","No post available","0"
"Staatsbibliothek zu Berlin - Preussischer Kulturbesitz","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=berlin&newSearch=1 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","Germany","Berlin","52.507538","13.370894","Explore","No post available","0"
"Archivio Capitolare","https://www.archiviocapitolaredipistoia.it/ Digitized manuscripts","Unknown","no","Unknown","no","Italy","Pistoia","43.933281","10.918395","Explore","No post available","0"
"Soprintendenza Archivistica e Bibliografica della Puglia e della Basilicata","http://www.sapuglia.it/index.php/elenco-complessi-archivistici Digitized manuscripts","Thousands (more than 1000 digitized manuscripts)","no","Unknown","no","Italy","Bari","41.127311","16.869682","Explore","No post available","1"
"Musee des Beaux-Arts","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=angers%2C+Mus%C3%A9e+des+Beaux-Arts&newSearch=1 Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","France","Angers","47.469155","-0.55446","Explore","No post available","0"
"Free Library of Philadelphia","https://bibliophilly.library.upenn.edu/?keyword=Free+Library+of+Philadelphia Digitized manuscripts","Thousands (more than 1000 digitized manuscripts)","no","Unknown","no","United States of America","Philadelphia","40.04041","-75.03175","Explore","No post available","0"
"Universiteitsbibliotheek Antwerpen","http://www.flandrica.be/solr-search/results/?solrfacet=collection:%22Universiteitsbibliotheek%20Antwerpen%22+AND+136_s:%22handschrift%22 Digitized manuscripts","Unknown","no","Unknown","no","Belgium","Antwerp","51.22281","4.410232","Explore","No post available","0"
"Bibliotheque de la Societe des lettres de l'Aveyron","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Rodez,+Biblioth%C3%A8que+de+la+Soci%C3%A9t%C3%A9+des+lettres+de+l%27Aveyron&newSearch=1 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Rodez","44.347419","2.574891","Explore","No post available","0"
"Zentralbibliothek","https://www.e-codices.unifr.ch/en/list/zbz Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","yes","Unknown","no","Switzerland","Zurich","47.374074","8.545021","Explore","No post available","0"
"National Library of Scotland","https://digital.nls.uk/gallery/category/historical-manuscripts Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Scotland","Edinburgh","55.948549","-3.191873","Explore","No post available","0"
"Landesarchiv Appenzell Innerrhoden","https://www.e-codices.unifr.ch/en/search/?iCurrentPage=1&sQueryString=&sSearchField=fullText&sSortField=score&aSelectedFacets%5bcollection_facet%5d%5b%5d=Appenzell%2C+Landesarchiv+Appenzell+Innerrhoden Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Appenzell","47.331243","9.409544","Explore","No post available","0"
"Universitäts- und Landesbibliothek Darmstadt","https://tudigit.ulb.tu-darmstadt.de/trefferliste?tx_dlf_listview%5Baction%5D=main&tx_dlf_listview%5Bcontroller%5D=ListView&tx_dlf_listview%5BsearchParameter%5D%5Bcollection%5D=543&tx_dlf_listview%5BwidgetPage%5D%5BcurrentPage%5D=1 Digitized manuscripts","Unknown","no","Unknown","no","Germany","Darmstadt","49.876431","8.658064","Explore","No post available","0"
"Huis Berg","http://www.collectiegelderland.nl/zoeken/?q=manuscript&fq=instellingscode:0211 Digitized manuscripts","Unknown","no","Unknown","no","Netherlands","s-Heerenberg","51.874634","6.241771","Explore","No post available","0"
"British Library Catalogue of Illuminated Manuscripts","https://www.bl.uk/collection/digitised-manuscripts-archives Digitized manuscripts","Thousands (more than 1000 digitized manuscripts)","no","Unknown","no","England","London","51.531169","-0.128074","Explore","No post available","0"
"Klosterbibliothek Heilsbronn","http://digital.bib-bvb.de/collections/FAU/#/documents/DTL-5906 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Public Domain","yes","Germany","Heilsbronn","49.3380","10.7907","Explore","No post available","0"
"Bibliotheque universitaire","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Caen,+Biblioth%C3%A8que+universitaire&newSearch=1 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Caen","49.211253","-0.37011","Explore","No post available","0"
"Erfgoedbibliotheek Hendrik Conscience","http://www.flandrica.be/solr-search/results/?solrfacet=collection:%22Erfgoedbibliotheek%20Hendrik%20Conscience%22+AND+136_s:%22handschrift%22 Digitized manuscripts","Unknown","no","Unknown","no","Belgium","Antwerp","50.938831","5.970545","Explore","No post available","0"
"Bayerische Staatsbibliothek","http://www.manuscripta-mediaevalia.de/?xdb_objtype!%22digitalisierteHandschriften%22%20biblio%3AMünchen%20sp-datum%3C1550 Digitized manuscripts","Thousands (more than 1000 digitized manuscripts)","no","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","no","Germany","Munich","48.147493","11.580119","Explore","No post available","0"
"KU Leuven Libraries","https://limo.libis.be/primo-explore/collectionDiscovery?vid=KULeuven&collectionId=81428376490001488 Digitized manuscripts","More than half-thousand digitized manuscripts (between 500 and 1000)","yes","Public Domain","yes","Belgium","Leuven","50.859692","4.682045","Explore","No post available","0"
"Beinecke Rare Book & Manuscript Library","https://collections.library.yale.edu/catalog?f%5Brepository_ssi%5D%5B%5D=Beinecke+Rare+Book+and+Manuscript+Library&f%5Bvisibility_ssi%5D%5B%5D=Public&q=&search_field=all_fields&range%5Byear_isim%5D%5Bbegin%5D=700&range%5Byear_isim%5D%5Bend%5D=1500 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","United States of America","New Haven","41.311636","-72.927222","Explore","No post available","0"
"Dorfarchiv Bever","https://www.e-codices.unifr.ch/en/search/?iCurrentPage=1&sQueryString=&sSearchField=fullText&sSortField=score&aSelectedFacets%5bcollection_facet%5d%5b%5d=Bever%2C+Dorfarchiv+Bever Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Bever","46.552286","9.889513","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=LILLE&TOUT=true Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","France","Lille","50.675671","3.064083","Explore","No post available","0"
"Virtuelle Bibliothek Corvey","http://nova-corbeia.uni-paderborn.de/ Digitized manuscripts","Unknown","no","Unknown","no","Germany","Paderborn","51.718921","8.757509","Explore","No post available","0"
"Erfgoed Leiden en Omstreken","https://www.mmdc.nl/static/site/search/?searchMode=advanced&recordId=null&selectedRecordId=null&maximumRecords=15&recordDisplayLevel=1&startRecord=1&showMap=1&freetextsearch=Type+in+query&shelfmark=leiden+ral&author=Type+in+query...+%28autocompleted%29&ti Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Netherlands","Leiden","52.154296","4.48733","Explore","No post available","0"
"Universidade Brasília","https://bdce.unb.br/manuscritos-medievais/ Digitized manuscripts","Unknown","no","CC BY 4.0","yes","Brasil","Brasilia","-15.763157","-47.870631","Explore","No post available","0"
"Kantonsbibliothek Thurgau","https://www.e-codices.unifr.ch/en/list/kbt Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","yes","Unknown","no","Switzerland","Frauenfeld","47.556178","8.89947","Explore","No post available","0"
"University College Cork","https://www.isos.dias.ie/master.html?https://www.isos.dias.ie/libraries/UCC/english/index.html?ref= Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Ireland","Cork","51.891494","-8.49286","Explore","No post available","0"
"Bibliotheque Municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=CONCHES&TOUT=true Digitized manuscripts","Unknown","no","Unknown","no","France","Conches","48.955096","0.93992","Explore","No post available","0"
"Ratsbücherei","https://diglib.hab.de/?db=mss&list=collection&id=ed&settlement=L%C3%BCneburg Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","Germany","Luneburg","53.2507364","10.4034988","Explore","No post available","0"
"Bibliotheque publique et universitaire de Neuchatel","https://www.e-codices.unifr.ch/en/list/bpun Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Neuchatel","46.984896","6.931266","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Blois Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Saint-Claude","46.385223","5.867782","Explore","No post available","0"
"Burgerbibliothek","https://www.e-codices.unifr.ch/en/list/bbb Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","yes","Unknown","no","Switzerland","Bern","46.947167","7.448377","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=MARSEILLE&TOUT=true Digitized manuscripts","Many (Between 50 and 100 digitized manuscripts)","no","Unknown","no","France","Marseille","43.285586","5.384112","Explore","No post available","0"
"Romanische Bibliothek des Klosters Disentis","https://www.e-codices.unifr.ch/en/search/?iCurrentPage=1&sQueryString=&sSearchField=fullText&sSortField=score&aSelectedFacets%5bcollection_facet%5d%5b%5d=Disentis%2C+Romanische+Bibliothek+des+Klosters+Disentis Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Disentis","46.706558","8.855453","Explore","No post available","0"
"Bibliothek Oettingen Wallerstein","http://digital.bib-bvb.de/R/Q56JANTPTV9P1MRM84JN8AUFMKE4K7S2P6FJSB6TC3A4DC8KP7-02712?func=collections&collection_id=2015 Digitized manuscripts","Unknown","no","Unknown","no","Germany","Augsburg","48.369575","10.890558","Explore","No post available","0"
"Chetham's Library","https://library.chethams.com/collections/digital-resources/ Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","England","Manchester","53.486617","-2.243786","Explore","No post available","0"
"Research Library in Olomouc","http://dig.vkol.cz/ Digitized manuscripts","Many (Between 50 and 100 digitized manuscripts)","no","Unknown","no","Czech Republic","Olomouc","49.593495","17.246814","Explore","No post available","0"
"Bamberg State Library","http://digital.bib-bvb.de/R/?func=collections&collection_id=2247&local_base=SBG Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","Germany","Bamberg","49.891798","10.88207","Explore","No post available","0"
"Münchener Digitalisierungszentrum (MDZ)","http://www.digitale-sammlungen.de/index.html?c=zeit_index&kl=bis1000&l=en Digitized manuscripts","More than half-thousand digitized manuscripts (between 500 and 1000)","no","Unknown","no","Germany","Munich","48.147529","11.580119","Explore","No post available","0"
"Bibliotheque nationale et universitaire","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Strasbourg,+nationale&newSearch=1 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","France","Strasbourg","48.592349","7.69754","Explore","No post available","0"
"Archivio parrocchiale","https://www.e-codices.unifr.ch/en/search/?iCurrentPage=1&sQueryString=&sSearchField=fullText&sSortField=score&aSelectedFacets%5bcollection_facet%5d%5b%5d=Castro%2C+Archivio+parrocchiale Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Castro","46.469672","8.931901","Explore","No post available","0"
"Archives Departementales de Seine-et-Marne","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Archives+D%C3%A9partementales+de+Seine-et-Marne&newSearch=1 Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","France","Melun","48.515031","2.620251","Explore","No post available","0"
"Stadtbibliothek","https://www.e-codices.unifr.ch/en/list/sbs Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","yes","Unknown","no","Switzerland","Schaffhausen","47.695395","8.63706","Explore","No post available","0"
"Museum Plantin-Moretus","http://www.museumplantinmoretus.be/Museum_PlantinMoretus_NL/PlantinMoretusNL/PlantinMoretusNL-Bibliotheken-en-archieven/Bibliotheken-en-archieven-Bibliotheken/De-oude-bibliotheek/De-oude-bibliotheek-Manuscripten.html Digitized manuscripts","Unknown","no","Unknown","no","Belgium","Antwerp","51.218446","4.397957","Explore","No post available","0"
"Durham Priory Library Recreated","https://www.durhampriory.ac.uk/list-of-digitised-durham-priory-library-books/ Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","England","Durham","54.773062","-1.577053","Explore","No post available","0"
"Archivio di Stato di Firenze - Archivi Digitali","https://archiviodistatofirenze.cultura.gov.it/asfi/archivi-digitalizzati Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","Italy","Florence","43.769123","11.270713","Explore","No post available","0"
"Wroclaw University Library","https://pinax.bu.uni.wroc.pl/prod/ Digitized manuscripts","Thousands (more than 1000 digitized manuscripts)","no","Public Domain","yes","Poland","Wroclaw","51.112123","17.050372","Explore","No post available","0"
"University of Chicago, The Goodspeed Manuscript Collection","https://goodspeed.lib.uchicago.edu/list/index.php?list=listscanned Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","United States of America","Chicago","41.788608","-87.598713","Explore","No post available","0"
"Portal de Archivos Espanoles","http://pares.culturaydeporte.gob.es/inicio.html Digitized manuscripts","Many (Between 50 and 100 digitized manuscripts)","no","All Rights Reserved","no","Spain","Madrid","40.416775","-3.70379","Explore","No post available","0"
"Stadtarchiv Bremgarten","https://www.e-codices.unifr.ch/en/list/stab Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Bremgarten","47.350877","8.343808","Explore","No post available","0"
"Lehigh University Digital Library","https://digitalcollections.lib.lehigh.edu/islandora/object/digitalcollections%3Amedieval-manuscripts?solr_nav%5Bid%5D=5765aa55fefdfb868995&solr_nav%5Bpage%5D=0&solr_nav%5Boffset%5D=14 Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Public Domain","yes","United States of America","Bethlehem","40.606909","-75.378283","Explore","No post available","0"
"Stadtarchiv","https://diglib.hab.de/?db=mss&list=collection&id=ed&settlement=Helmstedt&repository=Stadtarchiv Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Germany","Helmstedt","52.223976","11.013065","Explore","No post available","0"
"Landesarchiv Sachsen-Anhalt","https://diglib.hab.de/?db=mss&list=collection&id=ed&settlement=Dessau Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Germany","Dessau","51.822724","12.2404543","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Havre+(Le)&newSearch=1 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Havre (Le)","49.49432","0.107929","Explore","No post available","0"
"Providence Public Library, Special Collections","https://search.digital-scriptorium.org/?f%5Binstitution_facet%5D%5B%5D=Providence+Public+Library Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","United States of America","Providence","41.822067","-71.416944","Explore","No post available","0"
"Biblioteca de la Fundacion Lazaro Galdiano","http://www.bibliotecalazarogaldiano.es/mss/ Digitized manuscripts","Many (Between 50 and 100 digitized manuscripts)","no","Unknown","no","Spain","Madrid","40.436865","-3.68597","Explore","No post available","0"
"Musee d'Art et d'Histoire Romain Rolland","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=CLAMECY&TOUT=true Digitized manuscripts","Unknown","no","Unknown","no","France","Clamecy","47.460363","3.520501","Explore","No post available","0"
"Sächsisches Hauptstaatsarchiv","https://diglib.hab.de/?db=mss&list=collection&id=ed&settlement=Dresden Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Germany","Dresden","51.059791","13.746864","Explore","No post available","0"
"Biblioteka Uniwersytecka w Toruniu","http://www.bu.umk.pl/rekopisy-online Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Poland","Torun","53.020103","18.571357","Explore","No post available","0"
"Farmleigh House","https://www.isos.dias.ie/master.html?https://www.isos.dias.ie/libraries/Farmleigh/english/index.html?ref= Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Ireland","Dublin","53.365455","-6.359557","Explore","No post available","0"
"National Szechenyi Library","https://www.corvina.oszk.hu/en/category/virtual-corvinas/all/ Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Hungary","Budapest","47.495106","19.039612","Explore","No post available","0"
"New Digital Bodleian","https://digital.bodleian.ox.ac.uk/collections/western-medieval-manuscripts/ Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","yes","Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)","no","England","Oxford","51.754591","-1.25451","Explore","No post available","0"
"Archivio parrocchiale","https://www.e-codices.unifr.ch/en/search/?iCurrentPage=1&sQueryString=&sSearchField=fullText&sSortField=score&aSelectedFacets%5bcollection_facet%5d%5b%5d=Mairengo%2C+Archivio+parrocchiale Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Mairengo","46.488501","8.789891","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=M%C3%A9diath%C3%A8que+Orleans&newSearch=1 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","CC BY-NC 3.0","no","France","Orleans","47.902967","1.909251","Explore","No post available","0"
"Staats- und Stadtbibliothek Augsburg","http://digital.bib-bvb.de/R/8SUFPU28DEHHLGP52KFL83CY1H76CKYV6YSJ6978H96FAP68IS-02548?local_base=SUSTBA&pds_handle=GUEST Digitized manuscripts","Unknown","no","Unknown","no","Germany","Augsburg","48.369575","10.890558","Explore","No post available","0"
"Russian State Library","https://lib-fond.ru/ Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Russia","Moscow","55.764192","37.617876","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Semur-En-Auxois&newSearch=1 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Semur-En-Auxois","47.489854","4.33234","Explore","No post available","0"
"Pharmazie-Historisches Museum der Universität Basel","https://www.e-codices.unifr.ch/en/search/?iCurrentPage=1&sQueryString=&sSearchField=fullText&sSortField=score&aSelectedFacets%5bcollection_facet%5d%5b%5d=Basel%2C+Pharmazie-Historisches+Museum+der+Universit%C3%A4t+Basel Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Basel","47.558615","7.586125","Explore","No post available","0"
"Wren Library, Trinity College","https://mss-cat.trin.cam.ac.uk/Search Digitized manuscripts","Thousands (more than 1000 digitized manuscripts)","yes","CC BY-NC 4.0","no","England","Cambridge","52.207018","0.114895","Explore","No post available","0"
"Schloss Hundisburg [=ehem. Depositum Sammlung Alvensleben]","https://diglib.hab.de/?db=mss&list=collection&id=ed&settlement=Haldensleben Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Germany","Haldensleben","52.2488653","11.3985026","Explore","No post available","0"
"University of California, Davis, Shields Library, Special Collections","https://www.digital-scriptorium.org/xtf3/search?rmode=digscript&smode=bid&bid=7&docsPerPage=30 Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","United States of America","Davis","38.539511","-121.749672","Explore","No post available","1"
"Stiftskirche","https://diglib.hab.de/?db=mss&list=collection&id=ed&settlement=Quedlinburg Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Germany","Quedlinburg","51.78611","11.1362944","Explore","No post available","0"
"Royal Irish Academy","https://www.isos.dias.ie/master.html?https://www.isos.dias.ie/libraries/RIA/english/index.html?ref= Digitized manuscripts","Many (Between 50 and 100 digitized manuscripts)","no","Unknown","no","Ireland","Dublin","53.34067","-6.25822","Explore","No post available","0"
"Archives departementales de la Gironde","http://www.manuscrits-medievaux.fr/resultats.aspx?fd=101 Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","France","Bordeaux","44.857054","-0.568412","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=MEAUX&TOUT=true Digitized manuscripts","Unknown","no","Unknown","no","France","Meaux","48.950184","2.904287","Explore","No post available","0"
"Staatsarchiv","https://www.e-codices.unifr.ch/en/search/?iCurrentPage=1&sQueryString=&sSearchField=fullText&sSortField=score&aSelectedFacets%5bcollection_facet%5d%5b%5d=Luzern%2C+Staatsarchiv Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","yes","Unknown","no","Switzerland","Luzern","47.050516","8.299849","Explore","No post available","0"
"Bibliotheque municipale","http://www.numerique.culture.fr/pub-fr/document.html?base=dcollection&id=FR-DC-B422186101_9ff55a7c&hppage=10&totaldocs=9&pagename=resultats-in.html&querybase=institution Digitized manuscripts","Unknown","no","Unknown","no","France","Saint-Etienne","45.420738","4.384328","Explore","No post available","0"
"Biblioteca Marciana di Venezia","http://www.internetculturale.it/it/16/search?searchType=avanzato&mode=magindice&q=&opCha__typeDigitale=AND&channel__collectionText=Manoscritti+della+Biblioteca+nazionale+Marciana&opCha__descSourceLevel2=AND+OR Digitized manuscripts","Unknown","no","All Rights Reserved","no","Italy","Venice","45.4332","12.3393","Explore","No post available","0"
"Bibliotheque municipale","https://bibliotheque-numerique.ville-laon.fr/ressources-numerisees/default?search=&sort=Title,_score&perpage=10&page=1&&page=1&refine[Categories][]=Manuscrits+m%C3%A9di%C3%A9vaux Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","France","Laon","49.563359","3.609325","Explore","No post available","0"
